chain, name, latitude, longitude, address, city, zip, department, phone, hours, store_id, is_address_computed, is_location_computed, key, ignored, ignore_reason, overload_chain_name, mandatory_coords, country_code
shopmium,Shopmium Saint Brice Sous Foret,48.999429,2.356007,c.cial Carrefour St Brice 6 av Robert Schumann,Saint Brice Sous Foret,95350,,139941010,[],,TRUE,TRUE,sfr:01 39 94 10 10,FALSE,,,TRUE,fr
shopmium,Shopmium Montigny Les Cormeilles,48.987412,2.187929,167 bis bd Victor Bordier ZA Commercial de la Pate d'Oie,Montigny Les Cormeilles,95370,,139971956,[],,TRUE,TRUE,sfr:01 39 97 19 56,FALSE,,,TRUE,fr
shopmium,Shopmium Argenteuil,48.9472096,2.2466847,c.cial Grand Argenteuil ZAC Careme Prenant,Argenteuil,95100,,139987902,[],,TRUE,TRUE,sfr:01 39 98 79 02,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8383809,2.3995208,221 av Daumesnil,Paris,75012,,140010555,[],,TRUE,TRUE,sfr:01 40 01 05 55,FALSE,,,TRUE,fr
shopmium,Shopmium Saint Ouen,48.905528,2.3316693,75 av Gabriel Peri,Saint Ouen,93400,,140100987,[],,TRUE,TRUE,sfr:01 40 10 09 87,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8802506,2.3535949,29 rue de Dunkerque,Paris,75010,,140165631,[],,TRUE,TRUE,sfr:01 40 16 56 31,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8615887,2.3480247,c.cial Forum des Halles Niveau 3 rue Pierre Lescot,Paris,75001,,140390210,[],,TRUE,TRUE,sfr:01 40 39 02 10,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8821378,2.3004379,140 rue de Courcelles,Paris,75017,,140540404,[],,TRUE,TRUE,sfr:01 40 54 04 04,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8783698,2.2955347,Fnac 26/30 av des Ternes,Paris,75017,,140680075,[],,TRUE,TRUE,sfr:01 40 68 00 75,FALSE,,,TRUE,fr
shopmium,Shopmium Levallois Perret,48.8924179,2.2898815,55 rue du President Wilson,Levallois Perret,92300,,140871818,[],,TRUE,TRUE,sfr:01 40 87 18 18,FALSE,,,TRUE,fr
shopmium,Shopmium Neuilly Sur Seine,48.8811323,2.2765979,12 rue Madeleine Michelis,Neuilly Sur Seine,92200,,140880001,[],,TRUE,TRUE,sfr:01 40 88 00 01,FALSE,,,TRUE,fr
shopmium,Shopmium Puteaux,48.8814721,2.2386563,113 rue Jean Jaures,Puteaux,92800,,140909219,[],,TRUE,TRUE,sfr:01 40 90 92 19,FALSE,,,TRUE,fr
shopmium,Shopmium Asnieres,48.9106945,2.2903702,5 rue Pierre Brossolette,Asnieres,92600,,141110174,[],,TRUE,TRUE,sfr:01 41 11 01 74,FALSE,,,TRUE,fr
shopmium,Shopmium Arcueil,48.8050778,2.3255643,c.cial Cora Forum 20/6 av Aristide Briand,Arcueil,94110,,141242517,[],,TRUE,TRUE,sfr:01 41 24 25 17,FALSE,,,TRUE,fr
shopmium,Shopmium Nogent Sur Marne,48.8370634,2.4838332,92 Grande rue Charles de Gaulle,Nogent Sur Marne,94130,,141791500,[],,TRUE,TRUE,sfr:01 41 79 15 00,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8818802,2.3712281,10 av Secretan,Paris,75019,,142067266,[],,TRUE,TRUE,sfr:01 42 06 72 66,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8640493,2.3310526,Fnac Forum Halles 1 rue P. Lescot,Paris,75001,,142339773,[],,TRUE,TRUE,sfr:01 42 33 97 73,FALSE,,,TRUE,fr
shopmium,Shopmium Colombes,48.9236994,2.2545297,57 rue Saint Denis,Colombes,92700,,142423835,[],,TRUE,TRUE,sfr:01 42 42 38 35,FALSE,,,TRUE,fr
shopmium,Shopmium Saint Denis,48.938683,2.356173,1 place Jean Jaures place du Marche Parking Marche,Saint Denis,93200,,142430919,[],,TRUE,TRUE,sfr:01 42 43 09 19,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8461849,2.2951486,56 rue du Commerce,Paris,75015,,142501111,[],,TRUE,TRUE,sfr:01 42 50 11 11,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.869319,2.3325078,43/45 av de l'Opera,Paris,75002,,142604864,[],,TRUE,TRUE,sfr:01 42 60 48 64,FALSE,,,TRUE,fr
shopmium,Shopmium Clichy,48.9033991,2.3038157,90 bd Jean Jaures,Clichy,92110,,142701408,[],,TRUE,TRUE,sfr:01 42 70 14 08,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8597463,2.349123,18 bd Sebastopol,Paris,75004,,142746688,[],,TRUE,TRUE,sfr:01 42 74 66 88,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8469448,2.326901,Fnac 136 rue de Rennes,Paris,75006,,142840535,[],,TRUE,TRUE,sfr:01 42 84 05 35,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8512409,2.3310514,69 rue de Rennes,Paris,75006,,142843026,[],,TRUE,TRUE,sfr:01 42 84 30 26,FALSE,,,TRUE,fr
shopmium,Shopmium Paris La Defense,48.89119,2.238268,c.cial les Quatre Temps,Paris La Defense,92030,,142912524,[],,TRUE,TRUE,sfr:01 42 91 25 24,FALSE,,,TRUE,fr
shopmium,Shopmium Noisy Le Grand,48.8496636,2.5674397,10/12 route de Gournay,Noisy Le Grand,93160,,143050607,[],,TRUE,TRUE,sfr:01 43 05 06 07,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8517791,2.3751306,87 rue du Faubourg St Antoine,Paris,75011,,143074598,[],,TRUE,TRUE,sfr:01 43 07 45 98,FALSE,,,TRUE,fr
shopmium,Shopmium Neuilly Sur Marne,48.856898,2.528373,c.cial du Baobab 1/9 av du Mal Foch,Neuilly Sur Marne,93330,,143085217,[],,TRUE,TRUE,sfr:01 43 08 52 17,FALSE,,,TRUE,fr
shopmium,Shopmium Livry Gargan,48.9163037,2.5312976,79 /85 av du General Nording,Livry Gargan,93190,,143305854,[],,TRUE,TRUE,sfr:01 43 30 58 54,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8431569,2.3221182,c.cial Tour Maine Montparnasse 11 rue de l Arrivee,Paris,75015,,143350987,[],,TRUE,TRUE,sfr:01 43 35 09 87,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.831795,2.3303855,17 av du General Leclerc,Paris,75014,,143354419,[],,TRUE,TRUE,sfr:01 43 35 44 19,FALSE,,,TRUE,fr
shopmium,Shopmium Creteil,48.790367,2.455572,c.cial Creteil Soleil Niveau Rdc,Creteil,94000,,143392300,[],,TRUE,TRUE,sfr:01 43 39 23 00,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8399277,2.3824837,Fnac cours Saint Emilion Bercy Village,Paris,75012,,143411478,[],,TRUE,TRUE,sfr:01 43 41 14 78,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8471964,2.3963035,24 bis place de la Nation,Paris,75012,,143468057,[],,TRUE,TRUE,sfr:01 43 46 80 57,FALSE,,,TRUE,fr
shopmium,Shopmium Aubervilliers,48.9022393,2.3732543,c.cial le Millenaire ZAC rue de la Gare,Aubervilliers,93300,,143523000,[],,TRUE,TRUE,sfr:01 43 52 30 00,FALSE,,,TRUE,fr
shopmium,Shopmium Montreuil,48.863812,2.448451,c.cial Carrefour Grande Porte Local 25,Montreuil,93100,,143609226,[],,TRUE,TRUE,sfr:01 43 60 92 26,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8833292,2.3142281,19 bis rue Legendre place Levis,Paris,75017,,143805560,[],,TRUE,TRUE,sfr:01 43 80 55 60,FALSE,,,TRUE,fr
shopmium,Shopmium Sevran,48.9497269,2.5215498,c.cial Beausevran route des Petits Ponts,Sevran,93600,,143830511,[],,TRUE,TRUE,sfr:01 43 83 05 11,FALSE,,,TRUE,fr
shopmium,Shopmium Ivry Sur Seine,48.813055,2.38822,c.cial Carrefour quai d'Ivry 30 bd Paul Vaillant Couturier,Ivry Sur Seine,94200,,143907444,[],,TRUE,TRUE,sfr:01 43 90 74 44,FALSE,,,TRUE,fr
shopmium,Shopmium Vincennes,48.8457052,2.4369988,12 rue du Chateau,Vincennes,94300,,143984343,[],,TRUE,TRUE,sfr:01 43 98 43 43,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8796252,2.2899894,72 av des Ternes,Paris,75017,,144097100,[],,TRUE,TRUE,sfr:01 44 09 71 00,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8208963,2.3669741,c.cial Massena 13/98 bd Massena,Paris,75013,,144241444,[],,TRUE,TRUE,sfr:01 44 24 14 44,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.855659,2.3583217,11 rue de Rivoli,Paris,75004,,144548710,[],,TRUE,TRUE,sfr:01 44 54 87 10,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8665401,2.3640452,7 place de la Republique,Paris,75003,,144617178,[],,TRUE,TRUE,sfr:01 44 61 71 78,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8708337,2.3448436,17 bd Poissonniere,Paris,75002,,145081919,[],,TRUE,TRUE,sfr:01 45 08 19 19,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8754583,2.3255264,108 rue St Lazare,Paris,75008,,145220491,[],,TRUE,TRUE,sfr:01 45 22 04 91,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.886546,2.3262813,50 av de Clichy,Paris,75018,,145221111,[],,TRUE,TRUE,sfr:01 45 22 11 11,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8577409,2.2799431,16 rue Jean Bologne,Paris,75016,,145253296,[],,TRUE,TRUE,sfr:01 45 25 32 96,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.875565,2.326875,Fnacpassage Havre 109 rue St Lazare,Paris,75009,,145265972,[],,TRUE,TRUE,sfr:01 45 26 59 72,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8376947,2.2967492,314 rue de Vaugirard,Paris,75015,,145305555,[],,TRUE,TRUE,sfr:01 45 30 55 55,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.829297,2.3226306,127 rue d'Alesia,Paris,75014,,145411667,[],,TRUE,TRUE,sfr:01 45 41 16 67,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8495414,2.3231753,79 rue de Sevres,Paris,75006,,145499510,[],,TRUE,TRUE,sfr:01 45 49 95 10,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8599961,2.3089035,60 rue Saint Dominique,Paris,75007,,145502424,[],,TRUE,TRUE,sfr:01 45 50 24 24,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8718722,2.3176432,Fnac 74 av des Champs Elysees Galerie du Claridge,Paris,75008,,145639327,[],,TRUE,TRUE,sfr:01 45 63 93 27,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.849681,2.299635,55 av de la Motte Piquet,Paris,75015,,145669467,[],,TRUE,TRUE,sfr:01 45 66 94 67,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8489102,2.282289,"Fnac c.cial de Beaugrenelle, 5 rue Linois",Paris,75015,,145752187,[],,TRUE,TRUE,sfr:01 45 75 21 87,FALSE,,,TRUE,fr
shopmium,Shopmium Ormesson Sur Marne,48.785694,2.541046,c.cial Carrefour Pince Vent R4,Ormesson Sur Marne,94490,,145764259,[],,TRUE,TRUE,sfr:01 45 76 42 59,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8294935,2.3562293,c.cial Italie 2/30 av d'Italie,Paris,75013,,145881000,[],,TRUE,TRUE,sfr:01 45 88 10 00,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8294935,2.3562293,Fnac c.cial Italie 2/30 av d'Italie,Paris,75013,,145885595,[],,TRUE,TRUE,sfr:01 45 88 55 95,FALSE,,,TRUE,fr
shopmium,Shopmium Issy Les Moulineaux,48.8245306,2.2743419,c.cial Auchan les 3 Moulins,Issy Les Moulineaux,92130,,146454880,[],,TRUE,TRUE,sfr:01 46 45 48 80,FALSE,,,TRUE,fr
shopmium,Shopmium Le Kremlin Bicetre,48.8114726,2.3619527,c.cial Okabe Auchan av de Fontainebleau,Le Kremlin Bicetre,94270,,146581215,[],,TRUE,TRUE,sfr:01 46 58 12 15,FALSE,,,TRUE,fr
shopmium,Shopmium Thiais,48.760344,2.387405,c.cial Carrefour Belle Epine Porte 8,Thiais,94320,,146870613,[],,TRUE,TRUE,sfr:01 46 87 06 13,FALSE,,,TRUE,fr
shopmium,Shopmium Thiais,48.7585751,2.387658,Fnac 39 bd de la Resistance,Thiais,94320,,146872770,[],,TRUE,TRUE,sfr:01 46 87 27 70,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8398719,2.3517709,41 rue Censier,Paris,75005,,147070809,[],,TRUE,TRUE,sfr:01 47 07 08 09,FALSE,,,TRUE,fr
shopmium,Shopmium Nanterre,48.8906024,2.1951804,2 rue Maurice Thorez,Nanterre,92000,,147254898,[],,TRUE,TRUE,sfr:01 47 25 48 98,FALSE,,,TRUE,fr
shopmium,Shopmium Villeneuve La Garenne,48.9273357,2.330376,c.cial Regional Local 150/22 92 bd Gallieni,Villeneuve La Garenne,92390,,147332101,[],,TRUE,TRUE,sfr:01 47 33 21 01,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.874439,2.3205821,89 bd Haussman,Paris,75008,,147421043,[],,TRUE,TRUE,sfr:01 47 42 10 43,FALSE,,,TRUE,fr
shopmium,Shopmium Bois Colombes,48.9150211,2.2749282,63 rue des Bourguignons,Bois Colombes,92270,,147860200,[],,TRUE,TRUE,sfr:01 47 86 02 00,FALSE,,,TRUE,fr
shopmium,Shopmium Saint Mande,48.8470563,2.4171183,180 av Gallieni,Saint Mande,94160,,148085506,[],,TRUE,TRUE,sfr:01 48 08 55 06,FALSE,,,TRUE,fr
shopmium,Shopmium Drancy,48.924298,2.445676,c.cial Carrefour 60 rue St Stenay,Drancy,93700,,148351868,[],,TRUE,TRUE,sfr:01 48 35 18 68,FALSE,,,TRUE,fr
shopmium,Shopmium Rosny Sous Bois Cedex,48.88056,2.477311,Fnac Cial Rosny2 av Gal de Ga,Rosny Sous Bois,93117,,148549398,[],,TRUE,TRUE,sfr:01 48 54 93 98,FALSE,,,TRUE,fr
shopmium,Shopmium Tremblay En France,48.979952,2.557211,c.cial Aeroville rue des Buissons,Tremblay En France,93290,,148605277,[],,TRUE,TRUE,sfr:01 48 60 52 77,FALSE,,,TRUE,fr
shopmium,Shopmium Le Blanc Mesnil,48.941345,2.46436,192 av Charles Floquet c.cial Plein Air Cellule 28,Le Blanc Mesnil,93150,,148654301,[],,TRUE,TRUE,sfr:01 48 65 43 01,FALSE,,,TRUE,fr
shopmium,Shopmium Aulnay Sous Bois,48.9562533,2.475722,c.cial Parinor,Aulnay Sous Bois,93600,,148674428,[],,TRUE,TRUE,sfr:01 48 67 44 28,FALSE,,,TRUE,fr
shopmium,Shopmium Fontenay Sous Bois,48.851542,2.475907,c.cial Val de Fontenay 12 rue la Marre A Guillaume,Fontenay Sous Bois,94120,,148763030,[],,TRUE,TRUE,sfr:01 48 76 30 30,FALSE,,,TRUE,fr
shopmium,Shopmium Saint Maur Des Fosses,48.7978858,2.4845806,100 bd de Creteil,Saint Maur Des Fosses,94100,,148857230,[],,TRUE,TRUE,sfr:01 48 85 72 30,FALSE,,,TRUE,fr
shopmium,Shopmium Rosny Sous Bois,48.875661,2.485932,c.cial Rosny 2 av du Gal de Gaulle,Rosny Sous Bois,93110,,148947044,[],,TRUE,TRUE,sfr:01 48 94 70 44,FALSE,,,TRUE,fr
shopmium,Shopmium Bagnolet,48.870364,2.4234589,c.cial Bel Est 28 av General de Gaulle,Bagnolet,93170,,148970022,[],,TRUE,TRUE,sfr:01 48 97 00 22,FALSE,,,TRUE,fr
shopmium,Shopmium Creteil,48.790367,2.455572,c.cial Creteil Soleil Niveau 1,Creteil,94000,,149560330,[],,TRUE,TRUE,sfr:01 49 56 03 30,FALSE,,,TRUE,fr
shopmium,Shopmium Paris La Defense,48.89119,2.238268,c.cial les Quatre Temps,Paris La Defense,92030,,149676315,[],,TRUE,TRUE,sfr:01 49 67 63 15,FALSE,,,TRUE,fr
shopmium,Shopmium Arcueil,48.8109291,2.3291471,Galerie Ciale la Vache Noire,Arcueil,94110,,149859683,[],,TRUE,TRUE,sfr:01 49 85 96 83,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8932307,2.3405425,110 rue Ordener,Paris,75018,,153093000,[],,TRUE,TRUE,sfr:01 53 09 30 00,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8498737,2.3419939,36 bd Saint Michel,Paris,75006,,153108133,[],,TRUE,TRUE,sfr:01 53 10 81 33,FALSE,,,TRUE,fr
shopmium,Shopmium Aubervilliers,48.9014524,2.3891744,5 av Jean Jaures,Aubervilliers,93300,,153561999,[],,TRUE,TRUE,sfr:01 53 56 19 99,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8481255,2.2627561,52 rue d'Auteuil,Paris,75016,,153922880,[],,TRUE,TRUE,sfr:01 53 92 28 80,FALSE,,,TRUE,fr
shopmium,Shopmium Boulogne Billancourt,48.8350393,2.2434965,175 bd Jean Jaures,Boulogne Billancourt,92100,,155602121,[],,TRUE,TRUE,sfr:01 55 60 21 21,FALSE,,,TRUE,fr
shopmium,Shopmium Paris,48.8685714,2.2829644,111 av Victor Hugo,Paris,75116,,156281421,[],,TRUE,TRUE,sfr:01 56 28 14 21,FALSE,,,TRUE,fr
shopmium,Shopmium Charenton Le Pont,48.820707,2.414578,69 rue de Paris,Charenton Le Pont,94220,,156293800,[],,TRUE,TRUE,sfr:01 56 29 38 00,FALSE,,,TRUE,fr
shopmium,Shopmium Rueil Malmaison,48.8760719,2.1801489,6 rue Jean le Coz,Rueil Malmaison,92500,,157694655,[],,TRUE,TRUE,sfr:01 57 69 46 55,FALSE,,,TRUE,fr
shopmium,Shopmium Noisy Le Grand,48.848579,2.55261,Galerie Ciale Arcades Niveau 1 Local 121 b,Noisy Le Grand,93160,,158844831,[],,TRUE,TRUE,sfr:01 58 84 48 31,FALSE,,,TRUE,fr
shopmium,Shopmium Ste Genevieve Des Bois,48.6408416,2.3259213,20 av de la Croix Blanche ZAC de la Croix Blanche,Ste Genevieve Des Bois,91700,,160157271,[],,TRUE,TRUE,sfr:01 60 15 72 71,FALSE,,,TRUE,fr
shopmium,Shopmium Lieusaint,48.6256714,2.5546241,c.cial Francilia ZAC du Carre,Lieusaint,77127,,160180148,[],,TRUE,TRUE,sfr:01 60 18 01 48,FALSE,,,TRUE,fr
shopmium,Shopmium Meaux,48.9585761,2.8799259,32 rue Grand Cerf,Meaux,77100,,160243131,[],,TRUE,TRUE,sfr:01 60 24 31 31,FALSE,,,TRUE,fr
shopmium,Shopmium Pontault Combault,48.801255,2.607598,c.cial Ial Carrefou RN 4 rue Monthety Lot 54,Pontault Combault,77340,,160290228,[],,TRUE,TRUE,sfr:01 60 29 02 28,FALSE,,,TRUE,fr
shopmium,Shopmium Serris Marne La Vallee,48.8525347,2.7789085,c.cial Val d'Europe Espace 654/14 cours du Danube,Serris Marne La Vallee,77700,,160423541,[],,TRUE,TRUE,sfr:01 60 42 35 41,FALSE,,,TRUE,fr
shopmium,Shopmium Nemours,48.266606,2.696184,1 rue de Paris place de la Republique,Nemours,77140,,160515888,[],,TRUE,TRUE,sfr:01 60 51 58 88,FALSE,,,TRUE,fr
shopmium,Shopmium Fontainebleau,48.4080488,2.7037181,77/79 rue Grande,Fontainebleau,77300,,160700888,[],,TRUE,TRUE,sfr:01 60 70 08 88,FALSE,,,TRUE,fr
shopmium,Shopmium Evry,48.6304044,2.4278819,c.cial Evry 2 bd de l'Europe,Evry,91000,,160774000,[],,TRUE,TRUE,sfr:01 60 77 40 00,FALSE,,,TRUE,fr
shopmium,Shopmium Bretigny Sur Orge,48.611486,2.30604,c.cial Auchan Maison Neuve RD 19,Bretigny Sur Orge,91220,,160853388,[],,TRUE,TRUE,sfr:01 60 85 33 88,FALSE,,,TRUE,fr
shopmium,Shopmium Provins,48.5609528,3.3018654,11 place St Ayoul,Provins,77160,,164014607,[],,TRUE,TRUE,sfr:01 64 01 46 07,FALSE,,,TRUE,fr
shopmium,Shopmium Coulommiers,48.8132258,3.0837746,6 rue Beaurepaire,Coulommiers,77120,,164038505,[],,TRUE,TRUE,sfr:01 64 03 85 05,FALSE,,,TRUE,fr
shopmium,Shopmium Collegien,48.836583,2.672032,c.cial Bay 2/61 Mail Ouest Collegien,Collegien,77090,,164119997,[],,TRUE,TRUE,sfr:01 64 11 99 97,FALSE,,,TRUE,fr
shopmium,Shopmium Chelles,48.877535,2.59016,c.cial Chelles 2 av du Gendarme Castermant,Chelles,77500,,164267157,[],,TRUE,TRUE,sfr:01 64 26 71 57,FALSE,,,TRUE,fr
shopmium,Shopmium Melun,48.5388732,2.6602902,21 rue Rene Pouteau,Melun,77000,,164528888,[],,TRUE,TRUE,sfr:01 64 52 88 88,FALSE,,,TRUE,fr
shopmium,Shopmium Montereau,48.384734,2.956193,Espace Commercial le Breau,Montereau,77130,,164707000,[],,TRUE,TRUE,sfr:01 64 70 70 00,FALSE,,,TRUE,fr
shopmium,Shopmium Claye Souilly,48.945023,2.6760918,c.cial Carrefou RN 3,Claye Souilly,77410,,164774598,[],,TRUE,TRUE,sfr:01 64 77 45 98,FALSE,,,TRUE,fr
shopmium,Shopmium Villiers En Biere,48.496528,2.604438,c.cial Carrefou RN 7,Villiers En Biere,77190,,164879004,[],,TRUE,TRUE,sfr:01 64 87 90 04,FALSE,,,TRUE,fr
shopmium,Shopmium Etampes,48.4344613,2.1641222,11 place Notre Dame,Etampes,91150,,164949838,[],,TRUE,TRUE,sfr:01 64 94 98 38,FALSE,,,TRUE,fr
shopmium,Shopmium Boussy Saint Antoine,48.6892489,2.530174,c.cial Cora Val D' Yerres,Boussy Saint Antoine,91800,,169001042,[],,TRUE,TRUE,sfr:01 69 00 10 42,FALSE,,,TRUE,fr
shopmium,Shopmium Viry Chatillon,48.666218,2.375902,c.cial Leclerc Moulin Local 12,Viry Chatillon,91170,,169065399,[],,TRUE,TRUE,sfr:01 69 06 53 99,FALSE,,,TRUE,fr
shopmium,Shopmium Les Ulis,48.6792779,2.16647,c.cial Regional Ulis 2,Les Ulis,91940,,169073435,[],,TRUE,TRUE,sfr:01 69 07 34 35,FALSE,,,TRUE,fr
shopmium,Shopmium Villabe,48.589494,2.454831,c.cial Villabe route de Villoison,Villabe,91100,,169110607,[],,TRUE,TRUE,sfr:01 69 11 06 07,FALSE,,,TRUE,fr
